`,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound,,,,,,,,,,,,,,
1 to 3,23,4,10/3/17,M,NA,0.3813,NA,10/25/17,22,N,,,,,,,,,,,,,,
1 to 3,10,60,8/3/17,M,8/14/17,0.3812,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,49,9/5/17,M,9/19/17,0.3812,14,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,7,46,7/3/17,M,7/15/17,0.3811,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,37,10/25/17,M,11/7/17,0.381,14,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,26,10,10/30/17,M,11/12/17,0.381,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,29,54,12/4/17,M,12/16/17,0.3807,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,1,6/12/17,M,NA,0.3806,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,54,6/12/17,M,NA,0.3804,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,28,10/11/17,M,10/23/17,0.3804,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,8,8/7/17,M,8/19/17,0.3803,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,24,45,10/11/17,M,10/23/17,0.3803,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,57,11/13/17,M,11/25/17,0.3803,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,17,13,8/28/17,M,NA,0.3797,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,60,11/27/17,M,12/11/17,0.3797,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,15,8/14/17,M,8/26/17,0.3796,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,4,30,5/30/17,M,6/10/17,0.3796,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,49,7/3/17,M,7/15/17,0.3796,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,10,8/28/17,M,NA,0.3796,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,27,11/13/17,M,11/25/17,0.3788,12,12/6/17,23,N,,,,,,,,,,,,,,
1 to 3,16,53,8/28/17,M,NA,0.3787,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,64,9/1/17,M,NA,0.3786,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,27,40,11/13/17,M,11/24/17,0.3786,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,31,24,12/10/17,M,NA,0.3786,NA,1/12/18,33,N,,,,,,,,,,,,,,
1 to 3,27,56,11/13/17,M,11/24/17,0.3785,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,33,25,2/20/18,M,3/5/18,0.3781,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,23,8/18/17,M,8/29/17,0.3779,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,19,10/30/17,M,11/11/17,0.3779,13,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,31,64,12/11/17,M,NA,0.3776,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,17,11,8/28/17,M,NA,0.3774,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,13,4,8/14/17,M,8/24/17,0.3773,12,9/3/17,20,N,,,,,,,,,,,,,,
1 to 3,16,7,8/28/17,M,NA,0.3773,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,6,8/14/17,M,8/26/17,0.377,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,12,12,8/14/17,M,8/26/17,0.3767,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,16,50,8/28/17,M,NA,0.3767,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,21,12,9/6/17,M,9/20/17,0.3767,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,29,7/17/17,M,NA,0.3765,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,25,41,10/25/17,M,11/8/17,0.3765,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,27,61,11/13/17,M,11/25/17,0.3765,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,19,22,9/1/17,M,NA,0.3762,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,24,62,10/11/17,M,10/23/17,0.3761,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,25,8/7/17,M,8/19/17,0.376,13,8/31/17,24,N,,,,,,,,,,,,,,
1 to 3,23,27,10/3/17,M,NA,0.3758,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,28,18,11/27/17,M,12/10/17,0.3758,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,26,11/13/17,M,11/24/17,0.3755,11,12/5/17,22,N,,,,,,,,,,,,,,
1 to 3,12,64,8/14/17,M,8/26/17,0.3752,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,10,21,8/3/17,M,8/14/17,0.3752,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,5,10/11/17,M,10/23/17,0.3752,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,1,7/3/17,M,7/15/17,0.3751,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,45,8/28/17,M,NA,0.375,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,23,8/8/17,M,8/19/17,0.3747,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,27,7,11/13/17,M,11/24/17,0.3747,11,12/8/17,25,N,,,,,,,,,,,,,,
1 to 3,31,58,12/11/17,M,NA,0.3747,NA,1/12/18,32,N,,,,,,,,,,,,,,
1 to 3,7,34,7/3/17,M,7/15/17,0.3743,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,29,8/14/17,M,8/26/17,0.3742,14,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,11,39,8/7/17,M,8/19/17,0.3738,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,21,4,9/6/17,M,9/20/17,0.3735,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,44,10/30/17,M,11/12/17,0.3735,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,29,30,12/4/17,M,12/17/17,0.3735,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,4,8/14/17,M,8/26/17,0.3733,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,16,23,8/28/17,M,NA,0.3733,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,16,2/20/18,M,3/3/18,0.3733,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,8,8/14/17,M,8/26/17,0.3726,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,7,59,7/3/17,M,7/15/17,0.3722,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,5,11/27/17,M,12/10/17,0.3722,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,47,7/3/17,M,7/15/17,0.3719,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,15,12/4/17,M,12/17/17,0.3719,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,25,8/30/17,M,NA,0.3718,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,55,11/27/17,M,12/10/17,0.3718,13,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,28,61,11/27/17,M,12/12/17,0.3717,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,63,8/3/17,M,8/14/17,0.3716,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,58,10/30/17,M,11/12/17,0.3716,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,16,37,8/28/17,M,NA,0.3715,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,55,10/30/17,M,11/11/17,0.3715,13,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,31,61,12/11/17,M,NA,0.3715,NA,1/14/18,34,N,,,,,,,,,,,,,,
1 to 3,10,36,8/3/17,M,8/14/17,0.3711,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,21,10,9/6/17,M,9/20/17,0.3709,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,6,11/27/17,M,12/12/17,0.3709,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,15,8/7/17,M,8/19/17,0.3708,13,8/31/17,24,N,,,,,,,,,,,,,,
1 to 3,27,46,11/13/17,M,11/26/17,0.3708,13,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,29,58,12/4/17,M,12/16/17,0.3708,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,10,7/3/17,M,7/15/17,0.3707,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,58,7/17/17,M,NA,0.3707,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,23,29,10/3/17,M,NA,0.3705,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,11,10,8/11/17,M,8/23/17,0.3703,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,11,8/30/17,M,NA,0.3703,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,33,8/28/17,M,NA,0.3701,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,24,7,10/11/17,M,10/24/17,0.3698,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,1,11/27/17,M,12/12/17,0.3698,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,18,8/3/17,M,8/14/17,0.3694,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,3,7/3/17,M,7/15/17,0.3693,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,62,8/7/17,M,8/19/17,0.3692,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,25,22,10/25/17,M,11/9/17,0.369,16,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,33,19,2/20/18,M,3/4/18,0.3688,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,31,8/10/17,M,8/23/17,0.3686,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,23,2,10/3/17,M,NA,0.3686,NA,10/25/17,22,N,,,,,,,,,,,,,,
1 to 3,7,24,7/3/17,M,7/15/17,0.3684,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,58,10/25/17,M,11/6/17,0.3684,13,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,11,16,8/11/17,M,8/23/17,0.3679,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,8,11/13/17,M,11/25/17,0.3672,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,31,60,12/11/17,M,NA,0.3672,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,20,69,9/5/17,M,9/17/17,0.367,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,7,43,7/3/17,M,7/15/17,0.3665,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,48,8/8/17,M,8/19/17,0.3665,12,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,16,51,8/28/17,M,NA,0.3665,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,25,8/14/17,M,8/26/17,0.3662,14,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,18,17,8/30/17,M,NA,0.3662,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,35,11/27/17,M,12/10/17,0.3662,13,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,12,8,8/14/17,M,8/26/17,0.3661,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,7,29,7/3/17,M,7/15/17,0.3661,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,54,8/30/17,M,NA,0.3661,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,14,9/5/17,M,9/17/17,0.3661,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,7,16,7/3/17,M,7/15/17,0.366,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,42,8/18/17,M,8/29/17,0.366,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,23,8/11/17,M,8/23/17,0.3656,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,38,8/3/17,M,8/14/17,0.3656,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,50,12/4/17,M,12/16/17,0.3656,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,31,8/30/17,M,NA,0.3652,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,45,8/30/17,M,NA,0.3649,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,35,8/14/17,M,8/26/17,0.3648,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,7,41,7/3/17,M,7/15/17,0.3647,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,55,9/1/17,M,NA,0.3645,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,101,6,6/25/19,M,7/5/19,0.3645,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,17,16,8/28/17,M,NA,0.3644,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,5,9/5/17,M,9/17/17,0.3643,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,1,49,5/2/17,M,5/13/17,0.3641,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,42,8/7/17,M,8/19/17,0.3637,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,28,62,11/27/17,M,12/10/17,0.3637,13,12/22/17,25,N,,,,,,,,,,,,,,
1 to 3,29,13,12/4/17,M,12/16/17,0.3636,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,20,7/3/17,M,7/15/17,0.3631,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,41,8/8/17,M,8/19/17,0.363,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,25,29,10/25/17,M,11/6/17,0.363,13,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,11,32,8/11/17,M,8/23/17,0.3629,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,51,11/13/17,M,11/25/17,0.3628,12,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,16,63,8/28/17,M,NA,0.3627,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,44,5/2/17,M,5/13/17,0.3626,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,20,8/8/17,M,8/19/17,0.3626,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,9,38,7/17/17,M,NA,0.3625,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,18,43,8/30/17,M,NA,0.3625,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,32,6/26/19,M,7/6/19,0.3625,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,62,10/30/17,M,11/11/17,0.3624,13,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,9,25,7/17/17,M,NA,0.3623,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,10,35,8/3/17,M,8/14/17,0.3623,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,13,8/11/17,M,8/23/17,0.3619,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,69,7/18/17,M,NA,0.3619,NA,8/6/17,19,N,,,,,,,,,,,,,,
1 to 3,24,17,10/11/17,M,10/23/17,0.3619,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,7,7/3/17,M,7/15/17,0.3618,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,27,12/10/17,M,NA,0.3618,NA,1/11/18,32,N,,,,,,,,,,,,,,
1 to 3,20,27,9/5/17,M,9/17/17,0.3617,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,13,5,8/14/17,M,8/23/17,0.3614,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,25,50,10/25/17,M,11/8/17,0.3614,15,11/20/17,26,N,,,,,,,,,,,,,,
1 to 3,15,62,8/14/17,M,8/25/17,0.361,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,14,1,8/14/17,M,8/26/17,0.3607,14,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,13,7,8/14/17,M,8/24/17,0.3606,12,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,20,19,9/5/17,M,9/17/17,0.3605,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,7,4,7/3/17,M,7/15/17,0.3603,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,39,7/3/17,M,7/15/17,0.3603,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,67,8/10/17,M,8/22/17,0.3601,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,11,7/3/17,M,7/15/17,0.3601,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,53,9/5/17,M,9/17/17,0.3601,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,12,34,8/14/17,M,8/26/17,0.3599,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,31,17,12/10/17,M,NA,0.3599,NA,1/11/18,32,N,,,,,,,,,,,,,,
1 to 3,15,53,8/14/17,M,8/25/17,0.3597,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,14,27,8/14/17,M,8/26/17,0.3597,14,9/4/17,21,N,,,,,,,,,,,,,,
1 to 3,28,69,11/27/17,M,12/12/17,0.3597,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,21,5/2/17,M,5/13/17,0.3594,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,23,13,10/3/17,M,NA,0.3591,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,7,17,7/3/17,M,7/15/17,0.3589,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,62,6/12/17,M,NA,0.3587,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,39,9/5/17,M,9/17/17,0.3586,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,11,12,8/7/17,M,8/19/17,0.3582,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,10,27,8/3/17,M,8/14/17,0.3581,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,27,48,11/13/17,M,11/24/17,0.3581,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,1,7,5/2/17,M,5/13/17,0.358,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,63,10/30/17,M,11/13/17,0.358,15,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,7,5,7/3/17,M,7/15/17,0.3577,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,7,8/3/17,M,8/14/17,0.3576,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,56,8/30/17,M,NA,0.3576,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,13,20,8/14/17,M,8/23/17,0.3575,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,11,9,8/7/17,M,8/19/17,0.3573,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,9,24,7/17/17,M,NA,0.3564,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,12,38,8/14/17,M,8/26/17,0.3561,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,7,44,7/3/17,M,7/15/17,0.356,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,6,8/3/17,M,8/14/17,0.3558,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,2,8/30/17,M,NA,0.3558,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,49,3/12/18,M,NA,0.3558,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,29,8/11/17,M,8/23/17,0.3555,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,54,7/17/17,M,NA,0.3553,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,25,47,10/25/17,M,11/8/17,0.3551,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,26,47,10/30/17,M,11/12/17,0.3551,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,25,51,10/25/17,M,11/8/17,0.3545,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,33,20,2/20/18,M,3/5/18,0.3545,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,31,2/20/18,M,3/5/18,0.3545,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,46,8/7/17,M,8/19/17,0.3543,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,23,17,10/3/17,M,NA,0.3541,NA,10/26/17,23,N,,,,,,,,,,,,,,
1 to 3,7,2,7/3/17,M,7/15/17,0.3539,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,36,8/14/17,M,8/25/17,0.3538,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,12,22,8/14/17,M,8/26/17,0.3537,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,15,34,8/14/17,M,8/26/17,0.3536,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,11,2,8/11/17,M,8/23/17,0.3534,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,40,8/8/17,M,8/20/17,0.3534,13,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,22,7,9/27/17,M,NA,0.3533,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,50,10/30/17,M,11/12/17,0.3533,14,11/23/17,24,N,,,,,,,,,,,,,,
1 to 3,28,47,11/27/17,M,12/10/17,0.3533,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,26,6/26/19,M,7/6/19,0.3532,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,11,8/8/17,M,8/19/17,0.3528,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,7,6,7/3/17,M,7/15/17,0.3527,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,18,5,8/30/17,M,NA,0.3527,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,6,14,6/12/17,M,NA,0.3525,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,16,11/27/17,M,12/11/17,0.3525,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,57,9/1/17,M,NA,0.3524,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,19,4,9/1/17,M,NA,0.3523,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,31,50,12/11/17,M,NA,0.3522,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,34,11,3/12/18,M,NA,0.352,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,30,10/30/17,M,11/13/17,0.3517,15,11/24/17,25,N,,,,,,,,,,,,,,
1 to 3,34,36,3/12/18,M,NA,0.3516,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,40,5/2/17,M,5/13/17,0.3515,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,47,5/2/17,M,5/13/17,0.3514,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,22,3/12/18,M,NA,0.3511,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,25,10/25/17,M,11/8/17,0.351,15,11/17/17,23,N,,,,,,,,,,,,,,
1 to 3,25,53,10/25/17,M,11/6/17,0.351,13,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,12,18,8/14/17,M,8/26/17,0.3508,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,28,45,11/27/17,M,12/12/17,0.3507,15,NA,NA,N,,,,,,,,,,,,,,
1 to 3,10,11,8/3/17,M,8/14/17,0.3506,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,64,8/28/17,M,NA,0.3506,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,7,53,7/3/17,M,7/15/17,0.3503,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,19,28,9/1/17,M,NA,0.3502,NA,9/25/17,24,N,,,,,,,,,,,,,,
1 to 3,25,40,10/25/17,M,11/8/17,0.3502,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,29,28,12/4/17,M,12/20/17,0.3497,16,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,17,2/20/18,M,3/4/18,0.3496,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,83,8/10/17,M,8/22/17,0.3495,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,30,8/14/17,M,8/26/17,0.3494,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,26,37,10/30/17,M,11/13/17,0.3492,15,11/24/17,25,N,,,,,,,,,,,,,,
1 to 3,12,26,8/14/17,M,8/26/17,0.349,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,10,8,8/3/17,M,8/14/17,0.349,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,31,8/28/17,M,NA,0.3489,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,13,8/8/17,M,8/20/17,0.3488,13,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,22,4,9/27/17,M,NA,0.3486,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,38,8/14/17,M,8/26/17,0.3485,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,6,38,6/12/17,M,NA,0.3483,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,32,3/12/18,M,NA,0.3483,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,9,5/2/17,M,5/13/17,0.3481,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,53,7/17/17,M,NA,0.348,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,16,9,8/28/17,M,NA,0.3475,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,31,55,12/11/17,M,NA,0.3475,NA,1/13/18,33,N,,,,,,,,,,,,,,
1 to 3,31,56,12/11/17,M,NA,0.3471,NA,1/14/18,34,N,,,,,,,,,,,,,,
1 to 3,9,47,7/17/17,M,NA,0.347,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,27,43,11/13/17,M,11/24/17,0.347,11,12/7/17,24,N,,,,,,,,,,,,,,
1 to 3,25,56,10/25/17,M,11/6/17,0.3465,13,11/18/17,24,N,,,,,,,,,,,,,,
1 to 3,27,62,11/13/17,M,11/25/17,0.3465,12,12/6/17,23,N,,,,,,,,,,,,,,
1 to 3,11,64,8/7/17,M,8/19/17,0.3463,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,34,57,3/12/18,M,NA,0.346,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,64,12/4/17,M,12/16/17,0.3454,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,40,10/30/17,M,11/12/17,0.3453,14,11/22/17,23,N,,,,,,,,,,,,,,
1 to 3,34,18,3/12/18,M,NA,0.3453,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,29,43,12/4/17,M,12/16/17,0.3451,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,22,8/7/17,M,8/19/17,0.345,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,10,1,8/3/17,M,8/14/17,0.3448,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,16,56,8/28/17,M,NA,0.3448,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,11,2/20/18,M,3/4/18,0.3448,12,NA,NA,N,,,,,,,,,,,,,,
